hs6;hs;sitc3;cod_omc_2;cat_omc_2_en;cod_omc_1;cat_omc_1_en;cat_omc_2;cat_omc_1
'620193;HS 2017;'84119;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620211;HS 2017;'84211;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620412;HS 2017;'84221;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620423;HS 2017;'84222;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620431;HS 2017;'8423;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620821;HS 2017;'84282;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621030;HS 2017;'84523;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621320;HS 2017;'84611;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621420;HS 2017;'84612;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'630239;HS 2017;'65843;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630293;HS 2017;'65848;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630491;HS 2017;'65859;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630492;HS 2017;'65859;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630720;HS 2017;'65893;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'640420;HS 2017;'85152;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'650692;HS 2002;'84849;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'650700;HS 2017;'84848;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'680430;HS 2017;'66313;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'680610;HS 2017;'66351;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'680790;HS 2017;'66181;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'681091;HS 2017;'66333;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'690100;HS 2017;'66231;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'690390;HS 2017;'6637;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700320;HS 2017;'66452;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'701912;HS 2017;'65195;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'701931;HS 2017;'66495;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'701959;HS 2017;'6546;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'720529;HS 2017;'67132;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721129;HS 2017;'67349;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721190;HS 2017;'67353;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721633;HS 2017;'67682;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721650;HS 2017;'67683;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721699;HS 2017;'67685;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721911;HS 2017;'67531;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721934;HS 2017;'67554;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722240;HS 2017;'67687;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722820;HS 2017;'676;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722880;HS 2017;'67648;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'730590;HS 2017;'67939;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'731412;HS 2017;'69351;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'731431;HS 2017;'69351;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'740319;HS 2017;'68212;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740610;HS 2017;'68262;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740819;HS 2017;'68241;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740929;HS 2017;'68252;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'740931;HS 2017;'68252;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'741012;HS 2017;'68261;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'750512;HS 2017;'68321;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'750522;HS 2017;'68321;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'760529;HS 2017;'68422;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'761511;HS 2007;'69743;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'780419;HS 2017;'68522;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'790400;HS 2017;'68631;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'790500;HS 2017;'68632;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'800110;HS 2017;'68711;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'800300;HS 2017;'68721;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'810195;HS 2002;'69991;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'810790;HS 2017;'69983;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'820720;HS 2017;'69564;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'900390;HS 2017;'88422;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900630;HS 2017;'88111;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900653;HS 2017;'88111;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900661;HS 2017;'88113;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900890;HS 2017;'88134;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901049;HS 2002;'88135;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901060;HS 2017;'88135;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901110;HS 2017;'87141;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901790;HS 2017;'87424;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'902000;HS 2017;'87235;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903082;HS 2017;'87478;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'910390;HS 2017;'88573;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'940430;HS 2017;'82127;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'060210;HS 2017;'29269;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'060220;HS 2017;'29269;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'120510;HS 2017;'22261;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'250840;HS 2017;'27829;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251110;HS 2017;'27892;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'252321;HS 2017;'66122;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'400211;HS 2017;'23211;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400251;HS 2017;'23215;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400270;HS 2017;'23217;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'400280;HS 2017;'23218;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'401140;HS 2017;'62541;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401511;HS 2017;'84822;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'410390;HS 2017;'21199;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'441139;HS 2002;'63453;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441219;HS 2002;'63439;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441292;HS 2002;'63449;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'441840;HS 2017;'63539;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480525;HS 2017;'64154;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480540;HS 2017;'64156;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480620;HS 2017;'64153;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'480830;HS 2007;'64162;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'481039;HS 2017;'64176;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'482359;NA;'64248;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'511211;HS 2017;'65422;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'511219;HS 2017;'65422;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520819;HS 2017;'65221;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520839;HS 2017;'65232;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520949;HS 2017;'65244;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'520951;HS 2017;'65245;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521031;HS 2017;'65252;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521119;HS 2017;'65224;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'521151;HS 2017;'65265;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'550951;HS 2017;'65184;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551321;HS 2017;'65331;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551333;HS 2002;'65331;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551423;HS 2017;'65333;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551512;HS 2017;'65342;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551519;HS 2017;'65343;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551611;HS 2017;'6536;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'551691;HS 2017;'65389;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570190;HS 2017;'65929;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570220;HS 2017;'65959;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'570259;HS 2002;'65959;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'580390;HS 2002;'65494;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'610419;HS 2017;'84421;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611012;HS 2017;'8453;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'611239;HS 2017;'84562;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620299;HS 2017;'84219;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620319;HS 2017;'84122;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620331;HS 2017;'8413;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'620413;HS 2017;'84221;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'621390;HS 2017;'84611;3306;Clothing;33;Manufactures;Prendas de vestir;Manufacturas
'630240;HS 2017;'65844;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630520;HS 2017;'65812;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'630699;HS 2007;'65829;3305;Textiles;33;Manufactures;Textiles;Manufacturas
'640199;HS 2017;'85131;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'640220;HS 2017;'85132;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'640590;HS 2017;'8517;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'680223;HS 2017;'66135;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'680292;HS 2017;'66139;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'680800;HS 2017;'66182;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'680919;HS 2017;'66331;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'681011;HS 2017;'66332;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'690710;HS 2012;'66244;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'690912;HS 2017;'66391;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'690919;HS 2017;'66391;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'700231;HS 2017;'66412;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'720430;HS 2017;'28231;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'720441;HS 2017;'28232;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'720925;HS 2017;'6734;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721240;HS 2017;'67432;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'721669;HS 2017;'67684;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722090;HS 2017;'67572;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'722810;HS 2017;'676;3301;Iron and steel;33;Manufactures;Hierro y acero;Manufacturas
'731441;HS 2017;'69351;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'731442;HS 2017;'69351;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'740110;HS 2002;'28321;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'740120;HS 2002;'28322;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'740722;HS 2002;'68232;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'741539;HS 2017;'69433;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'760320;HS 2017;'68425;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'761410;HS 2017;'69313;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'810196;HS 2017;'69991;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'810411;HS 2017;'68915;3203;Non-ferrous metals;32;Fuels and mining products;Metales no ferrosos;Combustibles y productos de las industrias extractivas
'821510;HS 2017;'69661;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'831130;HS 2017;'69955;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'900311;HS 2017;'88421;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'900651;HS 2017;'88111;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901190;HS 2017;'87149;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901420;HS 2017;'87411;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901490;HS 2017;'87412;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901520;HS 2017;'87413;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'901710;HS 2017;'87422;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'903130;HS 2002;'87425;3307;Other manufactures;33;Manufactures;Otras manufacturas;Manufacturas
'060110;HS 2017;'29261;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'120210;HS 2007;'22211;3101;Food;31;Agricultural products;Productos alimenticios;Productos agrícolas
'120930;HS 2017;'29253;3102;Raw materials;31;Agricultural products;Materias primas;Productos agrícolas
'251020;HS 2017;'27232;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'251400;HS 2017;'27311;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'261800;HS 2017;'27861;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'262099;HS 2017;'2881;3201;Ores and other minerals;32;Fuels and mining products;Menas y minerales;Combustibles y productos de las industrias extractivas
'401161;HS 2012;'62551;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401163;HS 2012;'62551;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
'401194;HS 2012;'62559;3303;Other semi-manufactures;33;Manufactures;Otras semimanufacturas;Manufacturas
